keywords,keyword_theme,event,speaker(s),other_tags,speaker_occupation,views,comments,popularity_index,video,description,year_published,year_filmed,date_published,#_languages,duration_(min),TED_url,label,id,photo,Cluster,theme_centrality,theme_bridging,x_tsne,y_tsne,x_force_directed,y_force_directed
guitar|performance|live music|sound|music|performance art,"music, live music, performance",TED2016,S Percussion,,Percussion ensemble,767660,11,-0.14,https://embed.ted.com/talks/so_percussion_music_for_wood_and_strings,"S Percussion creates adventurous compositions with new, unconventional instruments. Performing ""Music for Wood and Strings"" by Bryce Dessner of The National, the quartet plays custom-made dulcimer-like instruments that combine the sound of an electric guitar with the percussionist's toolkit to create a hypnotic effect.",2017,2016,1490963646,0,10.15,https://www.ted.com/talks/so_percussion_music_for_wood_and_strings,"S Percussion: ""Music for Wood and Strings""",2416,,Cluster_4,-0.4798186533349297,-0.1603568194613475,-21.1763973236084,38.2844352722168,0.23500661551952362,-0.4647245705127716
storytelling|poetry|humanity|identity|language|war|children|art|africa|performance|writing|communication|refugees|spoken word|family,"comedy, humor, spoken word",TEDMED 2016,Emtithal Mahmoud,tedmed,Poet,822049,15,-0.25,https://embed.ted.com/talks/emtithal_mahmoud_a_young_poet_tells_the_story_of_darfur,"Emtithal ""Emi"" Mahmoud writes poetry of resilience, confronting her experience of escaping the genocide in Darfur in verse. She shares two stirring original poems about refugees, family, joy and sorrow, asking, ""Will you witness me?""",2017,2016,1490973136,11,10.85,https://www.ted.com/talks/emtithal_mahmoud_a_young_poet_tells_the_story_of_darfur,Emtithal Mahmoud: A young poet tells the story of Darfur,2417,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/emtithal_mahmoud_a_young_poet_tells_the_story_of_darfur.png,Cluster_10,-0.869598043515473,0.358486922098319,-7.440557479858398,32.36445236206055,0.44944101572036743,-0.2732057571411133
goal-setting|inequality|gender equality|women in business|economics|personal growth|women|finance|business|behavioral economics|entrepreneur|society,"society, social change, humanity",TEDxColumbusWomen,Casey Brown,tedx,Pricing consultant,2032751,56,0.26,https://embed.ted.com/talks/casey_brown_know_your_worth_and_then_ask_for_it,"Your boss probably isn't paying you what you're worth -- instead, they're paying you what they think you're worth. Take the time to learn how to shape their thinking. Pricing consultant Casey Brown shares helpful stories and learnings that can help you better communicate your value and get paid for your excellence.",2017,2015,1491231086,26,8.37,https://www.ted.com/talks/casey_brown_know_your_worth_and_then_ask_for_it,"Casey Brown: Know your worth, and then ask for it",2418,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/casey_brown_know_your_worth_and_then_ask_for_it.png,Cluster_9,-1.016120647555051,2.174296500440671,23.58269691467285,24.624958038330078,0.02025063894689083,-0.3911646604537964
history|journalism|government|policy|writing|social change|identity|social media|politics|performance|news|future|immigration|communication|infrastructure|inequality|security|democracy|women|collaboration|humanity,"society, social change, humanity",TED Dialogues,"Gretchen Carlson, David Brooks",,"TV journalist, women's empowerment advocate",890478,42,-0.14,https://embed.ted.com/talks/gretchen_carlson_david_brooks_political_common_ground_in_a_polarized_united_states,"How can we bridge the gap between left and right to have a wiser, more connected political conversation? Journalist Gretchen Carlson and op-ed columnist David Brooks share insights on the tensions at the heart of American politics today -- and where we can find common ground. Followed by a rousing performance of ""America the Beautiful"" by Vy Higginsen's Gospel Choir of Harlem.",2017,2017,1491256255,5,47.55,https://www.ted.com/talks/gretchen_carlson_david_brooks_political_common_ground_in_a_polarized_united_states,"Gretchen Carlson, David Brooks: Political common ground in a polarized United States",2419,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/gretchen_carlson_david_brooks_political_common_ground_in_a_polarized_united_states.png,Cluster_9,0.5425292418049813,-0.8990793363296049,30.749650955200195,18.282447814941406,0.46859094500541687,-0.12157239019870758
visualizations|science|telescopes|astronomy|science and art|exploration|nature|technology|innovation|physics|universe|space|collaboration,"universe, science, astronomy",TEDxBeaconStreet,Katie Bouman,tedx,Imaging scientist,1502615,56,0.13,https://embed.ted.com/talks/katie_bouman_what_does_a_black_hole_look_like,"At the heart of the Milky Way, there's a supermassive black hole that feeds off a spinning disk of hot gas, sucking up anything that ventures too close -- even light. We can't see it, but its event horizon casts a shadow, and an image of that shadow could help answer some important questions about the universe. Scientists used to think that making such an image would require a telescope the size of Earth -- until Katie Bouman and a team of astronomers came up with a clever alternative. Bouman explains how we can take a picture of the ultimate dark using the Event Horizon Telescope.",2017,2016,1491318625,18,12.85,https://www.ted.com/talks/katie_bouman_what_does_a_black_hole_look_like,Katie Bouman: How to take a picture of a black hole,2420,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/katie_bouman_how_to_take_a_picture_of_a_black_hole.png,Cluster_14,1.429910738228792,-0.5200697914420588,-20.438602447509766,-24.928152084350586,-0.3757929503917694,0.009689843282103539
internet|social change|parenting|sexual violence|ted en espaì±ol|children|technology|security|communication|computers|activism|family|society,"business, global issues, technology",TEDxRiodelaPlata,SebastiÌÁn Bortnik,tedx,Information security specialist ,402343,22,-0.45,https://embed.ted.com/talks/sebastian_bortnik_the_conversation_we_re_not_having_about_digital_child_abuse,"We need to talk to kids about the risks they face online, says information security expert SebastiÌÁn Bortnik. In this talk, Bortnik discusses the issue of ""grooming"" -- the sexual predation of children by adults on the internet -- and outlines the conversations we need to start having about technology to keep our kids safe. (In Spanish with English subtitles)",2017,2016,1491404267,11,13.75,https://www.ted.com/talks/sebastian_bortnik_the_conversation_we_re_not_having_about_digital_child_abuse,SebastiÌÁn Bortnik: The conversation we're not having about digital child abuse,2421,,Cluster_1,-0.8267717782342957,-0.05665553060288338,2.13094425201416,-4.150513648986816,0.13625340163707733,-0.0036016982048749924
inequality|humanity|identity|public health|health care|health|medicine|race|illness|society|education,"health, medicine, health care",TEDMED 2016,David R. Williams,tedmed,Public health sociologist,1005076,54,0.01,https://embed.ted.com/talks/david_r_williams_how_racism_makes_us_sick,"Why does race matter so profoundly for health? David R. Williams developed a scale to measure the impact of discrimination on well-being, going beyond traditional measures like income and education to reveal how factors like implicit bias, residential segregation and negative stereotypes create and sustain inequality. In this eye-opening talk, Williams presents evidence for how racism is producing a rigged system -- and offers hopeful examples of programs across the US that are working to dismantle discrimination.",2017,2016,1491491023,15,17.45,https://www.ted.com/talks/david_r_williams_how_racism_makes_us_sick,David R. Williams: How racism makes us sick,2422,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/david_r_williams_how_racism_makes_us_sick.png,Cluster_7,-0.407787413501667,-0.2575643788563792,24.441713333129883,-27.96211814880371,-0.11579492688179016,0.13591261208057404
visualizations|data|personality|algorithm|personal growth|art|design|statistics|communication|media|collaboration|humanity,"design, art, architecture",TEDNYC,Giorgia Lupi,,Information designer,1077662,33,0.02,https://embed.ted.com/talks/giorgia_lupi_how_we_can_find_ourselves_in_data,"Giorgia Lupi uses data to tell human stories, adding nuance to numbers. In this charming talk, she shares how we can bring personality to data, visualizing even the mundane details of our daily lives and transforming the abstract and uncountable into something that can be seen, felt and directly reconnected to our lives.",2017,2017,1491577660,16,11.22,https://www.ted.com/talks/giorgia_lupi_how_we_can_find_ourselves_in_data,Giorgia Lupi: How we can find ourselves in data,2423,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/giorgia_lupi_how_we_can_find_ourselves_in_data.png,Cluster_12,-0.7191389915449768,0.5369096737325083,-28.322784423828125,-6.586183547973633,0.12110728025436401,0.26211538910865784
history|social change|goal-setting|identity|leadership|personal growth|technology|future|decision-making|intelligence|society|humanity,"society, social change, humanity",TEDxMidAtlantic,Ari Wallach,tedx,Futurist,1593651,35,0.14,https://embed.ted.com/talks/ari_wallach_3_ways_to_plan_for_the_very_long_term,"We increasingly make decisions based on short-term goals and gains -- an approach that makes the future more uncertain and less safe. How can we learn to think about and plan for a better future in the long term ... like, grandchildren-scale long term? Ari Wallach shares three tactics for thinking beyond the immediate.",2017,2016,1491836296,14,13.7,https://www.ted.com/talks/ari_wallach_3_ways_to_plan_for_the_very_long_term,Ari Wallach: 3 ways to plan for the (very) long term,2424,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/ari_wallach_3_ways_to_plan_for_the_very_long_term.png,Cluster_9,-0.6539173353514895,0.9735635216272063,21.506549835205078,20.457244873046875,0.2849964499473572,-0.11737241595983505
government|policy|health care|global development|business|environment|social change|public health|climate change|investment|economics|pollution|leadership|capitalism|global issues|health|collaboration|success|humanity,"society, social change, humanity",TEDxPSU,Jonathan Marks,tedx,"Bioethicist, lawyer",1095143,70,-0.04,https://embed.ted.com/talks/jonathan_marks_in_praise_of_conflict,"Conflict is bad; compromise, consensus and collaboration are good -- or so we're told. Lawyer and bioethicist Jonathan Marks challenges this conventional wisdom, showing how governments can jeopardize public health, human rights and the environment when they partner with industry. An important, timely reminder that common good and common ground are not the same thing.",2017,2017,1491923232,14,14.93,https://www.ted.com/talks/jonathan_marks_in_praise_of_conflict,Jonathan Marks: In praise of conflict,2425,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/jonathan_marks_in_praise_of_conflict.png,Cluster_9,-0.5219066841897342,0.2090818123872872,31.523746490478516,-3.087562322616577,0.12560774385929108,0.3023817837238312
entertainment|teaching|health|heart health|society,"health, medicine, health care",TEDNYC,Todd Scott,,First aid instructor,967472,11,-0.01,https://embed.ted.com/talks/todd_scott_an_intergalactic_guide_to_using_a_defibrillator,"If Yoda goes into cardiac arrest, will you know what to do? Artist and first-aid enthusiast Todd Scott breaks down what you need to know about using an automated external defibrillator, or AED -- in this galaxy and ones that are far, far away. Prepare to save the life of a Jedi, Chewbacca (he'll need a quick shave first) or someone else in need with some helpful pointers.",2017,2017,1492008984,20,5.37,https://www.ted.com/talks/todd_scott_an_intergalactic_guide_to_using_a_defibrillator,Todd Scott: An intergalactic guide to using a defibrillator,2426,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/todd_scott_an_intergalactic_guide_to_using_a_defibrillator.png,Cluster_7,-0.9846606241803442,-0.7565195848388008,19.723657608032227,-24.709863662719727,-0.39501914381980896,0.21458980441093445
parenting|humanity|design|women|health care|health|global development|innovation|pregnancy|entrepreneur|family,"society, social change, humanity",TED Residency,Zubaida Bai,ted residency,Women's health advocate,801279,18,-0.2,https://embed.ted.com/talks/zubaida_bai_a_simple_birth_kit_for_mothers_in_the_developing_world,"TED Fellow Zubaida Bai works with medical professionals, midwives and mothers to bring dignity and low-cost interventions to women's health care. In this quick, inspiring talk, she presents her clean birth kit in a purse, which contains everything a new mother needs for a hygienic birth and a healthy delivery -- no matter where in the world (or how far from a medical clinic) she might be.",2017,2016,1492095971,23,6.73,https://www.ted.com/talks/zubaida_bai_a_simple_birth_kit_for_mothers_in_the_developing_world,Zubaida Bai: A simple birth kit for mothers in the developing world,2427,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/zubaida_bai_a_simple_birth_kit_for_mothers_in_the_developing_world.png,Cluster_9,-0.1487083860321041,-0.8990793363296049,31.499225616455078,25.395709991455078,0.13461238145828247,-0.2825982868671417
inequality|literature|men|identity|gender equality|feminism|children|gender|women|africa|writing|communication|community|society|humanity,"society, social change, humanity",TEDxEuston,Chimamanda Ngozi Adichie,tedx,Novelist,1318454,55,0.05,https://embed.ted.com/talks/chimamanda_ngozi_adichie_we_should_all_be_feminists,"We teach girls that they can have ambition, but not too much ... to be successful, but not too successful, or they'll threaten men, says author Chimamanda Ngozi Adichie. In this classic talk that started a worldwide conversation about feminism, Adichie asks that we begin to dream about and plan for a different, fairer world -- of happier men and women who are truer to themselves.",2017,2012,1492181577,14,29.47,https://www.ted.com/talks/chimamanda_ngozi_adichie_we_should_all_be_feminists,Chimamanda Ngozi Adichie: We should all be feminists,2428,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/chimamanda_ngozi_adichie_we_should_all_be_feminists.png,Cluster_9,0.888148055723524,-0.8990793363296049,29.38736343383789,25.997695922851562,0.3466360569000244,-0.3553575277328491
engineering|south america|architecture|technology|public spaces|art|design|faith|innovation|community|materials|space|collaboration|religion|society,"design, art, architecture",TEDNYC,Siamak Hariri,,Architect,1098436,27,0.03,https://embed.ted.com/talks/siamak_hariri_how_do_you_build_a_sacred_space,"To design the BahÌÁ'Ì_ Temple of South America, architect Siamak Hariri focused on illumination -- from the temple's form, which captures the movement of the sun throughout the day, to the iridescent, luminous stone and glass used to construct it. Join Hariri for a journey through the creative process, as he explores what makes for a sacred experience in a secular world.",2017,2017,1492440513,20,12.77,https://www.ted.com/talks/siamak_hariri_how_do_you_build_a_sacred_space,Siamak Hariri: How do you build a sacred space?,2429,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/siamak_hariri_how_do_you_build_a_sacred_space.png,Cluster_12,0.338325530464582,-0.8309383853913562,-33.41227722167969,2.61769437789917,-0.018380336463451385,0.261703222990036
telescopes|technology|astronomy|universe|discovery|space,"universe, science, astronomy",TEDxPerth,Natasha Hurley-Walker,,Astronomer,970115,30,-0.09,https://embed.ted.com/talks/natasha_hurley_walker_how_radio_telescopes_show_us_unseen_galaxies,"Our universe is strange, wonderful and vast, says astronomer Natasha Hurley-Walker. A spaceship can't carry you into its depths (yet) -- but a radio telescope can. In this mesmerizing talk, Hurley-Walker shows how she probes the mysteries of the universe using special technology that reveals light spectrums we can't see.",2017,2016,1492527759,17,15.42,https://www.ted.com/talks/natasha_hurley_walker_how_radio_telescopes_show_us_unseen_galaxies,Natasha Hurley-Walker: How radio telescopes show us unseen galaxies,2430,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/natasha_hurley_walker_how_radio_telescopes_show_us_unseen_galaxies.png,Cluster_14,1.603051192472093,-0.8083146987437637,-25.179601669311523,-24.346118927001953,-0.3913712799549103,0.005598538555204868
green|play|parenting|death|technology|children|art|brain|communication|gaming|collaboration|cancer|humanity,"technology, design, demo",TEDNYC,Amy Green,,Video game designer,1156126,25,0.0,https://embed.ted.com/talks/amy_green_a_video_game_to_cope_with_grief,"When Amy Green's young son was diagnosed with a rare brain tumor, she made up a bedtime story for his siblings to teach them about cancer. What resulted was a video game, ""That Dragon, Cancer,"" which takes players on a journey they can't win. In this beautiful talk about coping with loss, Green brings joy and play to tragedy. ""We made a game that's hard to play,"" she says, ""because the hardest moments of our lives change us more than any goal we could ever accomplish.""",2017,2017,1492613954,22,10.57,https://www.ted.com/talks/amy_green_a_video_game_to_cope_with_grief,Amy Green: A video game to cope with grief,2431,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/amy_green_a_video_game_to_cope_with_grief.png,Cluster_5,-1.034913040700128,-0.5925271797948676,-27.5089111328125,11.907273292541504,0.05171363428235054,0.01909022219479084
science|social change|hearing|addiction|mental health|policy|health care|health|medicine|writing|communication|medical research|cancer|pharmaceuticals,"health, medicine, health care",TEDMED 2016,David Casarett,tedmed,Physician,1114319,32,0.06,https://embed.ted.com/talks/david_casarett_a_doctor_s_case_for_medical_marijuana,"Physician David Casarett was tired of hearing hype and half-truths around medical marijuana, so he put on his skeptic's hat and investigated on his own. He comes back with a fascinating report on what we know and what we don't -- and what mainstream medicine could learn from the modern medical marijuana dispensary.",2017,2016,1492700670,13,15.12,https://www.ted.com/talks/david_casarett_a_doctor_s_case_for_medical_marijuana,David Casarett: A doctor's case for medical marijuana,2432,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/david_casarett_a_doctor_s_case_for_medical_marijuana.png,Cluster_7,-0.09851798487702401,-0.7565195848388008,19.24295425415039,-30.472278594970703,-0.35200923681259155,0.19890892505645752
goal-setting|investment|economics|teaching|money|potential|finance|motivation|business|communication|prison|capitalism|society|criminal justice,"business, global issues, technology",TEDxSanQuentin,"Curtis ""Wall Street"" Carroll",tedx,Financial literacy advocate,2198889,67,0.34,https://embed.ted.com/talks/curtis_wall_street_carroll_how_i_learned_to_read_and_trade_stocks_in_prison,"Financial literacy isn't a skill -- it's a lifestyle. Take it from Curtis ""Wall Street"" Carroll. As an incarcerated individual, Carroll knows the power of a dollar. While in prison, he taught himself how to read and trade stocks, and now he shares a simple, powerful message: we all need to be more savvy with our money.",2017,2016,1492786821,27,11.05,https://www.ted.com/talks/curtis_wall_street_carroll_how_i_learned_to_read_and_trade_stocks_in_prison,"Curtis ""Wall Street"" Carroll: How I learned to read -- and trade stocks -- in prison",2433,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/curtis_wall_street_carroll_how_i_learned_to_read_and_trade_stocks_in_prison.png,Cluster_1,-0.4282374096576994,-0.9436479043956101,22.633947372436523,-0.5090345144271851,-0.08669635653495789,-0.3155740201473236
social change|terrorism|journalism|humanity|news|government|crime|africa|writing|communication|community|society|global issues|trafficking,"society, social change, humanity",TEDLagos Ideas Search,Stephanie Busari,,Journalist,1036236,53,-0.07,https://embed.ted.com/talks/stephanie_busari_how_fake_news_does_real_harm,"On April 14, 2014, the terrorist organization Boko Haram kidnapped more than 200 schoolgirls from the town of Chibok, Nigeria. Around the world, the crime became epitomized by the slogan #BringBackOurGirls -- but in Nigeria, government officials called the crime a hoax, confusing and delaying efforts to rescue the girls. In this powerful talk, journalist Stephanie Busari points to the Chibok tragedy to explain the deadly danger of fake news and what we can do to stop it.",2017,2017,1493046727,29,6.43,https://www.ted.com/talks/stephanie_busari_how_fake_news_does_real_harm,Stephanie Busari: How fake news does real harm,2434,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/stephanie_busari_how_fake_news_does_real_harm.png,Cluster_9,-0.2641618535016244,0.08703460265369214,28.714370727539062,20.773908615112305,0.3619694709777832,-0.2651645839214325
science|engineering|water|teaching|algorithm|activism|health|decision-making|communication|community|environment|public health|society|humanity,"society, social change, humanity",TEDxVirginiaTech,Siddhartha Roy,tedx,Environmental engineer,872015,23,-0.15,https://embed.ted.com/talks/siddhartha_roy_science_in_service_to_the_public_good,"We give scientists and engineers great technical training, but we're not as good at teaching ethical decision-making or building character. Take, for example, the environmental crisis that recently unfolded in Flint, Michigan -- and the professionals there who did nothing to fix it. Siddhartha Roy helped prove that Flint's water was contaminated, and he tells a story of science in service to the public good, calling on the next generation of scientists and engineers to dedicate their work to protecting people and the planet.",2017,2016,1493133722,14,14.55,https://www.ted.com/talks/siddhartha_roy_science_in_service_to_the_public_good,Siddhartha Roy: Science in service to the public good,2435,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/siddhartha_roy_science_in_service_to_the_public_good.png,Cluster_9,-1.020875611115942,1.265891975627458,35.27159881591797,-3.0248587131500244,0.07510246336460114,0.2791407108306885
peace|society|morality|faith|social change|love|identity|christianity|children|climate change|compassion|technology|future|communication|community|refugees|global issues|inequality|collaboration|religion|humanity,"society, social change, humanity",TED2017,His Holiness Pope Francis,,Bishop of Rome,2679881,235,0.38,https://embed.ted.com/talks/pope_francis_why_the_only_future_worth_building_includes_everyone,"A single individual is enough for hope to exist, and that individual can be you, says His Holiness Pope Francis in this searing TED Talk delivered directly from Vatican City. In a hopeful message to people of all faiths, to those who have power as well as those who don't, the spiritual leader provides illuminating commentary on the world as we currently find it and calls for equality, solidarity and tenderness to prevail. ""Let us help each other, all together, to remember that the 'other' is not a statistic, or a number,"" he says. ""We all need each other.""",2017,2017,1493168465,32,17.87,https://www.ted.com/talks/pope_francis_why_the_only_future_worth_building_includes_everyone,His Holiness Pope Francis: Why the only future worth building includes everyone,2436,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/his_holiness_pope_francis_why_the_only_future_worth_building_includes_everyone.png,Cluster_9,0.285032212056695,-0.09088697145420291,29.94135093688965,19.800552368164062,0.38128402829170227,-0.16275034844875336
interview|journalism|parenting|gender equality|love|news|personal growth|social media|children|gender|sports|women|race|relationships|pregnancy|media|family,"global issues, war, education",TED2017,Serena Williams and Gayle King,,Athlete,1426132,22,0.16,https://embed.ted.com/talks/serena_williams_gayle_king_on_tennis_love_and_motherhood,"Twenty-three Grand Slam titles later, tennis superstar Serena Williams sits down with journalist Gayle King to share a warm, mischievous conversation about her life, love, wins and losses -- starting with the story of how she accidentally shared her pregnancy news with the world.",2017,2017,1493319006,13,18.47,https://www.ted.com/talks/serena_williams_gayle_king_on_tennis_love_and_motherhood,"Serena Williams and Gayle King: On tennis, love and motherhood",2437,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/serena_williams_and_gayle_king_on_tennis_love_and_motherhood.png,Cluster_0,-0.9988117883896016,-0.9000472064258621,32.951995849609375,3.4490764141082764,0.2592713236808777,0.42355942726135254
"neuroscience|science|""alzheimers""|mind|brain|mental health|future|health|genetics|medical research|biomechanics|disease|aging","brain, psychology, mind",TED2017,Lisa Genova,,"Neuroscientist, novelist",2178534,51,0.06,https://embed.ted.com/talks/lisa_genova_what_you_can_do_to_prevent_alzheimer_s,"Alzheimer's doesn't have to be your brain's destiny, says neuroscientist and author of ""Still Alice,"" Lisa Genova. She shares the latest science investigating the disease -- and some promising research on what each of us can do to build an Alzheimer's-resistant brain.",2017,2017,1493399257,24,13.93,https://www.ted.com/talks/lisa_genova_what_you_can_do_to_prevent_alzheimer_s,Lisa Genova: What you can do to prevent Alzheimer's,2438,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/lisa_genova_what_you_can_do_to_prevent_alzheimer_s.png,Cluster_8,-0.5157244756369609,1.871218841523225,11.028351783752441,-22.9995174407959,-0.4295031428337097,-0.08059703558683395
science|solar energy|industrial design|innovation|global development|business|environment|intelligence|entrepreneur|society|social change|energy|cities|design|motivation|aircraft|manufacturing|technology|future|infrastructure|mars|engineering|invention|exploration|universe|product design|humanity,"business, global issues, technology",TED2017,Elon Musk,,Serial entrepreneur,5666038,250,0.68,https://embed.ted.com/talks/elon_musk_the_future_we_re_building_and_boring,"Elon Musk discusses his new project digging tunnels under LA, the latest from Tesla and SpaceX and his motivation for building a future on Mars in conversation with TED's Head Curator, Chris Anderson.",2017,2017,1493596683,21,40.83,https://www.ted.com/talks/elon_musk_the_future_we_re_building_and_boring,Elon Musk: The future we're building -- and boring,2439,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/elon_musk_the_future_we_re_building_and_boring.png,Cluster_1,-0.5332324206821311,0.566779445274172,-11.724520683288574,-11.337862014770508,-0.3042311370372772,0.06552322208881378
history|violence|war|global issues|law|writing|communication|society|humanity,"global issues, war, education",TEDxSkoll,Deborah Lipstadt,tedx,Historian,918385,92,-0.06,https://embed.ted.com/talks/deborah_lipstadt_behind_the_lies_of_holocaust_denial,"""There are facts, there are opinions, and there are lies,"" says historian Deborah Lipstadt, telling the remarkable story of her research into Holocaust deniers -- and their deliberate distortion of history. Lipstadt encourages us all to go on the offensive against those who assault the truth and facts. ""Truth is not relative,"" she says.",2017,2017,1493738150,16,15.5,https://www.ted.com/talks/deborah_lipstadt_behind_the_lies_of_holocaust_denial,Deborah Lipstadt: Behind the lies of Holocaust denial,2440,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/deborah_lipstadt_behind_the_lies_of_holocaust_denial.png,Cluster_0,-0.2963880403520706,0.1147422382379958,28.58760643005371,11.832908630371094,0.19571155309677124,0.1591801941394806
internet|data|web|news|algorithm|government|technology|hack|future|policy|communication|intelligence|computers|society|politics|global issues,"business, global issues, technology",TED2017,Laura Galante,,Cyberspace analyst,1132913,80,0.03,https://embed.ted.com/talks/laura_galante_how_to_exploit_democracy,"Hacking, fake news, information bubbles ... all these and more have become part of the vernacular in recent years. But as cyberspace analyst Laura Galante describes in this alarming talk, the real target of anyone looking to influence geopolitics is dastardly simple: it's you.",2017,2017,1493823364,16,9.55,https://www.ted.com/talks/laura_galante_how_to_exploit_democracy,Laura Galante: How (and why) Russia hacked the US election,2441,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/laura_galante_how_and_why_russia_hacked_the_us_election.png,Cluster_1,-0.3036472749612474,-0.2570107588442463,2.540339708328247,-6.3531999588012695,-0.03618234023451805,0.09900505095720291
social change|men|personality|identity|depression|personal growth|health care|africa|health|communication|vulnerability|society|entrepreneur|activism|mental health|humanity,"society, social change, humanity",TEDLagos Ideas Search,Sangu Delle,ted fellows,Entrepreneur,1460852,35,0.1,https://embed.ted.com/talks/sangu_delle_there_s_no_shame_in_taking_care_of_your_mental_health,"When stress got to be too much for TED Fellow Sangu Delle, he had to confront his own deep prejudice: that men shouldn't take care of their mental health. In a personal talk, Delle shares how he learned to handle anxiety in a society that's uncomfortable with emotions. As he says: ""Being honest about how we feel doesn't make us weak -- it makes us human.""",2017,2017,1493909824,23,9.1,https://www.ted.com/talks/sangu_delle_there_s_no_shame_in_taking_care_of_your_mental_health,Sangu Delle: There's no shame in taking care of your mental health,2442,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/sangu_delle_there_s_no_shame_in_taking_care_of_your_mental_health.png,Cluster_9,-0.5219066841897342,0.2090818123872872,28.008790969848633,21.720516204833984,0.32593584060668945,-0.4015803933143616
social change|inequality|teaching|personal growth|children|future|society|education,"global issues, war, education",TED2017,Karim Abouelnaga,ted fellows,Education entrepreneur,973376,49,-0.03,https://embed.ted.com/talks/karim_abouelnaga_a_summer_school_kids_actually_want_to_attend,"In the US, most kids have a very long summer break, during which they forget an awful lot of what they learned during the school year. This ""summer slump"" affects kids from low-income neighborhoods most, setting them back almost three months. TED Fellow Karim Abouelnaga has a plan to reverse this learning loss. Learn how he's helping kids improve their chances for a brighter future.",2017,2017,1493995739,25,7.08,https://www.ted.com/talks/karim_abouelnaga_a_summer_school_kids_actually_want_to_attend,Karim Abouelnaga: A summer school kids actually want to attend,2443,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/karim_abouelnaga_a_summer_school_kids_actually_want_to_attend.png,Cluster_0,2.151986449683194,-0.9000472064258621,18.36223030090332,22.142824172973633,0.42434173822402954,0.15326468646526337
compassion|empathy|humanity|death|personal growth|health care|health|medicine|community|public health|society|cancer|family,"health, medicine, health care",TEDMED 2016,Carolyn Jones,tedmed,Photographic ethnographer,1079349,13,0.04,https://embed.ted.com/talks/carolyn_jones_a_tribute_to_nurses,"Carolyn Jones spent five years interviewing, photographing and filming nurses across America, traveling to places dealing with some of the nation's biggest public health issues. She shares personal stories of unwavering dedication in this celebration of the everyday heroes who work at the front lines of health care.",2017,2016,1494255761,14,10.8,https://www.ted.com/talks/carolyn_jones_a_tribute_to_nurses,Carolyn Jones: A tribute to nurses,2444,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/carolyn_jones_a_tribute_to_nurses.png,Cluster_7,-0.5509927390617239,-0.2083583662952331,25.02134132385254,-29.82887840270996,0.04703092947602272,0.20394645631313324
neuroscience|science|violence|biology|personality|mind|brain|war|nature|genetics|motivation|society|physiology,"science, biology, animals",TED2017,Robert Sapolsky,,"Neuroscientist, primatologist, writer",1158707,115,0.09,https://embed.ted.com/talks/robert_sapolsky_the_biology_of_our_best_and_worst_selves,"How can humans be so compassionate and altruistic -- and also so brutal and violent? To understand why we do what we do, neuroscientist Robert Sapolsky looks at extreme context, examining actions on timescales from seconds to millions of years before they occurred. In this fascinating talk, he shares his cutting edge research into the biology that drives our worst and best behaviors.",2017,2017,1494342268,20,15.85,https://www.ted.com/talks/robert_sapolsky_the_biology_of_our_best_and_worst_selves,Robert Sapolsky: The biology of our best and worst selves,2445,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/robert_sapolsky_the_biology_of_our_best_and_worst_selves.png,Cluster_2,-0.6761735088821776,-0.1482168553432891,4.078046798706055,-26.01899528503418,-0.4754626154899597,-0.09666714072227478
