From,To,Label,Type,Tags,Description,category,confidence,flat,negative,positive,skip,fromName,toName,Source,Target,votes,fracPos,fracNeg,fracFlat,sign,isPos,isNeg,new_sign
6,34,,,,,all,2.5,0,1,3,0,"the time they spend reading a book, creating art, making music, doing schoolwork, etc.","their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",6,34,4,0.75,0.25,0.0,positive,1,0,positive
15,23,,,,,all,2.6666666666666665,0,0,3,0,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)","their participation in positive events that are fun, joyous, and exciting",15,23,3,1.0,0.0,0.0,positive,1,0,positive
58,61,,,,,all,3.0,0,3,0,0,their belief that everyone is better off than they are,their belief that they will be found if they get lost,58,61,3,0.0,1.0,0.0,negative,0,1,positive
57,56,,,,,all,2.6666666666666665,0,0,3,0,their belief that they are part of a community,their certainty that they matter to themself and to others,57,56,3,1.0,0.0,0.0,positive,1,0,positive
59,61,,,,,all,2.5,1,0,3,0,their level of self confidence,their belief that they will be found if they get lost,59,61,4,0.75,0.0,0.25,positive,1,0,positive
7,66,,,,,all,2.25,1,0,3,0,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),7,66,4,0.75,0.0,0.25,positive,1,0,positive
46,47,,,,,all,2.25,1,0,3,0,their ability to face and overcome challenges,"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",46,47,4,0.75,0.0,0.25,positive,1,0,positive
39,33,,,,,all,2.25,1,0,3,0,their ability to control and moderate the content they process online,their ability to engage with systems and institutions designed to support them,39,33,4,0.75,0.0,0.25,positive,1,0,positive
52,63,,,,,all,2.75,0,0,3,1,the amount of external recognition or validation they receive for something good they did,their ability to trust that adults in their life have their best interests at heart,52,63,3,1.0,0.0,0.0,positive,1,0,positive
57,61,,,,,all,2.75,1,0,3,0,their belief that they are part of a community,their belief that they will be found if they get lost,57,61,4,0.75,0.0,0.25,positive,1,0,positive
4,51,,,,,all,2.5,0,0,3,1,"their access to help from trusted others to do something, learn something, or get through a hard time emotionally or financially",their ability to take a long term perspective during challenging times,4,51,3,1.0,0.0,0.0,positive,1,0,positive
8,14,,,,,all,2.5,0,0,4,0,their having close friends,their ability to tell their friends about their life and experiences,8,14,4,1.0,0.0,0.0,positive,1,0,positive
67,23,,,,,all,2.333333333333333,0,0,3,0,their ability to concentrate without interruption,"their participation in positive events that are fun, joyous, and exciting",67,23,3,1.0,0.0,0.0,positive,1,0,positive
19,41,,,,,all,2.0,1,0,3,1,the time they spend learning about their heritage and culture,their ability to manage their reputation online (including what others post about them),19,41,4,0.75,0.0,0.25,positive,1,0,positive
39,69,,,,,all,2.0,0,0,4,1,their ability to control and moderate the content they process online,"their ability to develop proficiency at a hobby, instrument, game, business or other personal interest",39,69,4,1.0,0.0,0.0,positive,1,0,positive
3,33,,,,,all,2.6666666666666665,0,0,3,0,their willingness to use mental health resources,their ability to engage with systems and institutions designed to support them,3,33,3,1.0,0.0,0.0,positive,1,0,positive
70,3,,,,,all,2.25,0,0,3,1,their ability to explore their identity safely,their willingness to use mental health resources,70,3,3,1.0,0.0,0.0,positive,1,0,positive
68,72,,,,,all,2.4,1,0,4,0,their ability to manage boredom,their ability to relax when they're stressed,68,72,5,0.8,0.0,0.2,positive,1,0,positive
28,75,,,,,all,2.5,1,0,3,0,"the frequency of positive feedback to their online activities (e.g., likes, applauses, positive comments)",their ability to set goals and take actions towards those goals,28,75,4,0.75,0.0,0.25,positive,1,0,positive
5,0,,,,,all,2.4,1,0,3,0,"their access to resources of daily life (food, shelter, safe environment, money)","their access to trusted information about mental, physical and sexual health & development",5,0,4,0.75,0.0,0.25,positive,1,0,positive
68,38,,,,,all,2.333333333333333,0,0,3,0,their ability to manage boredom,their ability to control and moderate their time online,68,38,3,1.0,0.0,0.0,positive,1,0,positive
42,22,,,,,all,2.25,1,0,3,0,their ability to cope with feelings of being lonely,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",42,22,4,0.75,0.0,0.25,positive,1,0,positive
33,57,,,,,all,2.5,0,0,4,0,their ability to engage with systems and institutions designed to support them,their belief that they are part of a community,33,57,4,1.0,0.0,0.0,positive,1,0,positive
31,55,,,,,all,2.1666666666666665,1,0,3,2,"the ability of ""the internet"" to remember or keep positive moments of their life forever accessible",their ability to know the benefit of sharing information online,31,55,4,0.75,0.0,0.25,positive,1,0,positive
21,14,,,,,all,2.25,1,0,3,0,their ability to help others and/or contribute to something bigger than themselves,their ability to tell their friends about their life and experiences,21,14,4,0.75,0.0,0.25,positive,1,0,positive
7,46,,,,,all,2.25,0,0,4,0,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",their ability to face and overcome challenges,7,46,4,1.0,0.0,0.0,positive,1,0,positive
1,37,,,,,all,2.4,0,0,5,0,their access to trusted information about mental health,their ability to cope with anxious feelings,1,37,5,1.0,0.0,0.0,positive,1,0,positive
66,37,,,,,all,2.6666666666666665,0,0,3,0,their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),their ability to cope with anxious feelings,66,37,3,1.0,0.0,0.0,positive,1,0,positive
51,30,,,,,all,2.6666666666666665,0,0,3,0,their ability to take a long term perspective during challenging times,their ability to compare their life to other people's lives,51,30,3,1.0,0.0,0.0,positive,1,0,positive
60,65,,,,,all,2.4,0,0,5,0,their level of self-esteem,their ability to empathize with and understand other perspectives,60,65,5,1.0,0.0,0.0,positive,1,0,positive
42,75,,,,,all,3.0,0,1,3,0,their ability to cope with feelings of being lonely,their ability to set goals and take actions towards those goals,42,75,4,0.75,0.25,0.0,positive,1,0,positive
50,42,,,,,all,2.4,0,1,4,0,their ability to evaluate the emotional risk before an action they want to take,their ability to cope with feelings of being lonely,50,42,5,0.8,0.2,0.0,positive,1,0,positive
12,21,,,,,all,2.4,0,0,5,0,the time they spend with friends in person,their ability to help others and/or contribute to something bigger than themselves,12,21,5,1.0,0.0,0.0,positive,1,0,positive
65,55,,,,,all,2.2,0,0,4,1,their ability to empathize with and understand other perspectives,their ability to know the benefit of sharing information online,65,55,4,1.0,0.0,0.0,positive,1,0,positive
70,65,,,,,all,2.6666666666666665,0,0,3,0,their ability to explore their identity safely,their ability to empathize with and understand other perspectives,70,65,3,1.0,0.0,0.0,positive,1,0,positive
17,53,,,,,all,2.75,0,0,4,0,"their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",their ability to recognize mental health challenges they should seek support for,17,53,4,1.0,0.0,0.0,positive,1,0,positive
71,6,,,,,all,2.0,1,0,3,0,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)","the time they spend reading a book, creating art, making music, doing schoolwork, etc.",71,6,4,0.75,0.0,0.25,positive,1,0,positive
1,71,,,,,all,2.25,1,0,3,0,their access to trusted information about mental health,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",1,71,4,0.75,0.0,0.25,positive,1,0,positive
33,44,,,,,all,2.75,1,0,3,0,their ability to engage with systems and institutions designed to support them,their ability to control or manage personal information they disclose online,33,44,4,0.75,0.0,0.25,positive,1,0,positive
64,33,,,,,all,2.0,1,0,3,0,their ability to recover and learn from their mistakes,their ability to engage with systems and institutions designed to support them,64,33,4,0.75,0.0,0.25,positive,1,0,positive
58,59,,,,,all,2.5,0,4,0,0,their belief that everyone is better off than they are,their level of self confidence,58,59,4,0.0,1.0,0.0,negative,0,1,positive
49,33,,,,,all,2.6,0,0,4,1,their assurance that they are not not alone and have others to depend on,their ability to engage with systems and institutions designed to support them,49,33,4,1.0,0.0,0.0,positive,1,0,positive
60,37,,,,,all,2.0,0,1,3,0,their level of self-esteem,their ability to cope with anxious feelings,60,37,4,0.75,0.25,0.0,positive,1,0,positive
18,40,,,,,all,2.2,1,0,3,1,the number of places and groups of people where they are welcome and appreciated,their ability to cope with and overcome hardship or challenges in their life,18,40,4,0.75,0.0,0.25,positive,1,0,positive
29,40,,,,,all,2.8,0,4,1,0,"the frequency of negative feedback to their online activities (e.g., dislikes, thumbs down, negative comments)",their ability to cope with and overcome hardship or challenges in their life,29,40,5,0.2,0.8,0.0,negative,0,1,positive
35,13,,,,,all,2.5,0,0,4,0,their ability to recover from negative or adverse events that happen to them (online or in person),their awareness of what's happening among their friends,35,13,4,1.0,0.0,0.0,positive,1,0,positive
23,68,,,,,all,2.333333333333333,0,0,3,0,"their participation in positive events that are fun, joyous, and exciting",their ability to manage boredom,23,68,3,1.0,0.0,0.0,positive,1,0,positive
37,34,,,,,all,2.333333333333333,0,0,3,0,their ability to cope with anxious feelings,"their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",37,34,3,1.0,0.0,0.0,positive,1,0,positive
69,34,,,,,all,2.5,1,0,3,0,"their ability to develop proficiency at a hobby, instrument, game, business or other personal interest","their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",69,34,4,0.75,0.0,0.25,positive,1,0,positive
37,38,,,,,all,2.333333333333333,0,0,3,0,their ability to cope with anxious feelings,their ability to control and moderate their time online,37,38,3,1.0,0.0,0.0,positive,1,0,positive
35,39,,,,,all,2.75,1,0,3,0,their ability to recover from negative or adverse events that happen to them (online or in person),their ability to control and moderate the content they process online,35,39,4,0.75,0.0,0.25,positive,1,0,positive
21,59,,,,,all,2.5,0,0,4,0,their ability to help others and/or contribute to something bigger than themselves,their level of self confidence,21,59,4,1.0,0.0,0.0,positive,1,0,positive
64,71,,,,,all,2.6666666666666665,0,0,3,0,their ability to recover and learn from their mistakes,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",64,71,3,1.0,0.0,0.0,positive,1,0,positive
37,57,,,,,all,2.333333333333333,0,0,3,0,their ability to cope with anxious feelings,their belief that they are part of a community,37,57,3,1.0,0.0,0.0,positive,1,0,positive
12,72,,,,,all,2.5,1,0,3,0,the time they spend with friends in person,their ability to relax when they're stressed,12,72,4,0.75,0.0,0.25,positive,1,0,positive
57,11,,,,,all,3.0,0,3,1,0,their belief that they are part of a community,the time they spend with friends online,57,11,4,0.25,0.75,0.0,negative,0,1,positive
52,33,,,,,all,2.5,1,0,3,0,the amount of external recognition or validation they receive for something good they did,their ability to engage with systems and institutions designed to support them,52,33,4,0.75,0.0,0.25,positive,1,0,positive
34,31,,,,,all,2.25,1,0,3,0,"their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)","the ability of ""the internet"" to remember or keep positive moments of their life forever accessible",34,31,4,0.75,0.0,0.25,positive,1,0,positive
21,60,,,,,all,2.571428571428572,0,0,7,0,their ability to help others and/or contribute to something bigger than themselves,their level of self-esteem,21,60,7,1.0,0.0,0.0,positive,1,0,positive
21,22,,,,,all,2.4,0,0,5,0,their ability to help others and/or contribute to something bigger than themselves,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",21,22,5,1.0,0.0,0.0,positive,1,0,positive
45,13,,,,,all,3.0,0,0,3,0,their ability to disconnect from electronic devices,their awareness of what's happening among their friends,45,13,3,1.0,0.0,0.0,positive,1,0,positive
3,54,,,,,all,2.4,0,0,5,0,their willingness to use mental health resources,"their ability to know who their real, trusted friends are",3,54,5,1.0,0.0,0.0,positive,1,0,positive
64,15,,,,,all,2.4,1,0,4,0,their ability to recover and learn from their mistakes,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",64,15,5,0.8,0.0,0.2,positive,1,0,positive
60,22,,,,,all,2.333333333333333,0,0,3,0,their level of self-esteem,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",60,22,3,1.0,0.0,0.0,positive,1,0,positive
23,76,,,,,all,2.25,0,0,4,0,"their participation in positive events that are fun, joyous, and exciting",their ability to recognize when they're going gown down a trap of negative content or comments,23,76,4,1.0,0.0,0.0,positive,1,0,positive
23,33,,,,,all,2.0,0,0,3,0,"their participation in positive events that are fun, joyous, and exciting",their ability to engage with systems and institutions designed to support them,23,33,3,1.0,0.0,0.0,positive,1,0,positive
3,15,,,,,all,2.0,1,0,3,0,their willingness to use mental health resources,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",3,15,4,0.75,0.0,0.25,positive,1,0,positive
61,57,,,,,all,3.0,0,0,3,0,their belief that they will be found if they get lost,their belief that they are part of a community,61,57,3,1.0,0.0,0.0,positive,1,0,positive
60,44,,,,,all,2.0,1,0,3,1,their level of self-esteem,their ability to control or manage personal information they disclose online,60,44,4,0.75,0.0,0.25,positive,1,0,positive
18,5,,,,,all,2.6666666666666665,0,0,3,0,the number of places and groups of people where they are welcome and appreciated,"their access to resources of daily life (food, shelter, safe environment, money)",18,5,3,1.0,0.0,0.0,positive,1,0,positive
75,69,,,,,all,2.1666666666666665,0,1,5,0,their ability to set goals and take actions towards those goals,"their ability to develop proficiency at a hobby, instrument, game, business or other personal interest",75,69,6,0.8333333333333334,0.16666666666666666,0.0,positive,1,0,positive
21,74,,,,,all,2.5,0,0,4,0,their ability to help others and/or contribute to something bigger than themselves,their ability to consider the purpose and meaning of a good life,21,74,4,1.0,0.0,0.0,positive,1,0,positive
8,43,,,,,all,2.333333333333333,0,0,3,2,their having close friends,their ability to find others like them,8,43,3,1.0,0.0,0.0,positive,1,0,positive
57,53,,,,,all,2.6666666666666665,0,0,3,0,their belief that they are part of a community,their ability to recognize mental health challenges they should seek support for,57,53,3,1.0,0.0,0.0,positive,1,0,positive
60,59,,,,,all,2.25,0,0,4,0,their level of self-esteem,their level of self confidence,60,59,4,1.0,0.0,0.0,positive,1,0,positive
76,35,,,,,all,2.75,1,0,3,0,their ability to recognize when they're going gown down a trap of negative content or comments,their ability to recover from negative or adverse events that happen to them (online or in person),76,35,4,0.75,0.0,0.25,positive,1,0,positive
41,24,,,,,all,2.5,0,1,3,0,their ability to manage their reputation online (including what others post about them),their awareness of other people's lives and experiences,41,24,4,0.75,0.25,0.0,positive,1,0,positive
54,16,,,,,all,2.25,1,0,3,0,"their ability to know who their real, trusted friends are",the presence and experience of love in their life,54,16,4,0.75,0.0,0.25,positive,1,0,positive
3,73,,,,,all,2.75,0,0,4,0,their willingness to use mental health resources,their ability to get enough sleep,3,73,4,1.0,0.0,0.0,positive,1,0,positive
33,48,,,,,all,2.6,0,0,5,0,their ability to engage with systems and institutions designed to support them,"their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)",33,48,5,1.0,0.0,0.0,positive,1,0,positive
56,13,,,,,all,2.6666666666666665,0,0,3,0,their certainty that they matter to themself and to others,their awareness of what's happening among their friends,56,13,3,1.0,0.0,0.0,positive,1,0,positive
71,56,,,,,all,2.4,0,0,4,1,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",their certainty that they matter to themself and to others,71,56,4,1.0,0.0,0.0,positive,1,0,positive
54,59,,,,,all,2.6666666666666665,0,0,3,0,"their ability to know who their real, trusted friends are",their level of self confidence,54,59,3,1.0,0.0,0.0,positive,1,0,positive
13,48,,,,,all,2.6666666666666665,0,0,3,0,their awareness of what's happening among their friends,"their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)",13,48,3,1.0,0.0,0.0,positive,1,0,positive
0,47,,,,,all,2.0,0,0,3,0,"their access to trusted information about mental, physical and sexual health & development","their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",0,47,3,1.0,0.0,0.0,positive,1,0,positive
46,60,,,,,all,2.6666666666666665,0,0,3,0,their ability to face and overcome challenges,their level of self-esteem,46,60,3,1.0,0.0,0.0,positive,1,0,positive
74,70,,,,,all,2.25,0,0,4,0,their ability to consider the purpose and meaning of a good life,their ability to explore their identity safely,74,70,4,1.0,0.0,0.0,positive,1,0,positive
6,25,,,,,all,2.5,1,3,0,0,"the time they spend reading a book, creating art, making music, doing schoolwork, etc.",their exposure to hurtful/hateful personal content (like mocking and bullying),6,25,4,0.0,0.75,0.25,negative,0,1,positive
26,0,,,,,all,2.2,1,0,4,0,"their exposure to positive parenting (consistent, respectful, supportive)","their access to trusted information about mental, physical and sexual health & development",26,0,5,0.8,0.0,0.2,positive,1,0,positive
53,7,,,,,all,2.0,0,0,3,0,their ability to recognize mental health challenges they should seek support for,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",53,7,3,1.0,0.0,0.0,positive,1,0,positive
38,59,,,,,all,2.8,0,0,5,0,their ability to control and moderate their time online,their level of self confidence,38,59,5,1.0,0.0,0.0,positive,1,0,positive
0,12,,,,,all,2.333333333333333,0,0,3,0,"their access to trusted information about mental, physical and sexual health & development",the time they spend with friends in person,0,12,3,1.0,0.0,0.0,positive,1,0,positive
21,15,,,,,all,2.75,0,1,3,0,their ability to help others and/or contribute to something bigger than themselves,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",21,15,4,0.75,0.25,0.0,positive,1,0,positive
39,75,,,,,all,2.6666666666666665,0,0,3,0,their ability to control and moderate the content they process online,their ability to set goals and take actions towards those goals,39,75,3,1.0,0.0,0.0,positive,1,0,positive
2,60,,,,,all,2.8,1,0,4,0,their access to mental health resources,their level of self-esteem,2,60,5,0.8,0.0,0.2,positive,1,0,positive
57,14,,,,,all,2.4,0,0,3,2,their belief that they are part of a community,their ability to tell their friends about their life and experiences,57,14,3,1.0,0.0,0.0,positive,1,0,positive
55,48,,,,,all,2.6,1,0,3,1,their ability to know the benefit of sharing information online,"their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)",55,48,4,0.75,0.0,0.25,positive,1,0,positive
9,68,,,,,all,2.5,0,0,4,0,their ability to stay in touch with people (nearby or far away; friends and intergenerational members of community),their ability to manage boredom,9,68,4,1.0,0.0,0.0,positive,1,0,positive
18,72,,,,,all,2.5,0,0,4,0,the number of places and groups of people where they are welcome and appreciated,their ability to relax when they're stressed,18,72,4,1.0,0.0,0.0,positive,1,0,positive
56,24,,,,,all,2.75,0,0,4,0,their certainty that they matter to themself and to others,their awareness of other people's lives and experiences,56,24,4,1.0,0.0,0.0,positive,1,0,positive
19,24,,,,,all,2.4,0,0,4,0,the time they spend learning about their heritage and culture,their awareness of other people's lives and experiences,19,24,4,1.0,0.0,0.0,positive,1,0,positive
61,63,,,,,all,3.0,0,0,3,0,their belief that they will be found if they get lost,their ability to trust that adults in their life have their best interests at heart,61,63,3,1.0,0.0,0.0,positive,1,0,positive
52,30,,,,,all,2.2,0,0,4,1,the amount of external recognition or validation they receive for something good they did,their ability to compare their life to other people's lives,52,30,4,1.0,0.0,0.0,positive,1,0,positive
65,46,,,,,all,2.2,0,0,5,0,their ability to empathize with and understand other perspectives,their ability to face and overcome challenges,65,46,5,1.0,0.0,0.0,positive,1,0,positive
39,53,,,,,all,2.4,1,0,4,0,their ability to control and moderate the content they process online,their ability to recognize mental health challenges they should seek support for,39,53,5,0.8,0.0,0.2,positive,1,0,positive
26,33,,,,,all,2.5,1,0,3,0,"their exposure to positive parenting (consistent, respectful, supportive)",their ability to engage with systems and institutions designed to support them,26,33,4,0.75,0.0,0.25,positive,1,0,positive
67,50,,,,,all,2.5,1,0,3,0,their ability to concentrate without interruption,their ability to evaluate the emotional risk before an action they want to take,67,50,4,0.75,0.0,0.25,positive,1,0,positive
74,6,,,,,all,2.5,0,0,4,0,their ability to consider the purpose and meaning of a good life,"the time they spend reading a book, creating art, making music, doing schoolwork, etc.",74,6,4,1.0,0.0,0.0,positive,1,0,positive
26,60,,,,,all,2.25,1,0,3,0,"their exposure to positive parenting (consistent, respectful, supportive)",their level of self-esteem,26,60,4,0.75,0.0,0.25,positive,1,0,positive
70,18,,,,,all,2.6,0,0,4,1,their ability to explore their identity safely,the number of places and groups of people where they are welcome and appreciated,70,18,4,1.0,0.0,0.0,positive,1,0,positive
17,24,,,,,all,2.25,0,0,4,0,"their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",their awareness of other people's lives and experiences,17,24,4,1.0,0.0,0.0,positive,1,0,positive
0,24,,,,,all,2.0,0,0,3,1,"their access to trusted information about mental, physical and sexual health & development",their awareness of other people's lives and experiences,0,24,3,1.0,0.0,0.0,positive,1,0,positive
24,30,,,,,all,2.6,0,0,5,0,their awareness of other people's lives and experiences,their ability to compare their life to other people's lives,24,30,5,1.0,0.0,0.0,positive,1,0,positive
38,34,,,,,all,2.0,0,0,3,0,their ability to control and moderate their time online,"their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",38,34,3,1.0,0.0,0.0,positive,1,0,positive
25,47,,,,,all,2.75,0,4,0,0,their exposure to hurtful/hateful personal content (like mocking and bullying),"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",25,47,4,0.0,1.0,0.0,negative,0,1,positive
2,76,,,,,all,2.4,0,0,5,0,their access to mental health resources,their ability to recognize when they're going gown down a trap of negative content or comments,2,76,5,1.0,0.0,0.0,positive,1,0,positive
42,17,,,,,all,2.5,0,0,4,0,their ability to cope with feelings of being lonely,"their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",42,17,4,1.0,0.0,0.0,positive,1,0,positive
14,28,,,,,all,2.4,0,0,4,0,their ability to tell their friends about their life and experiences,"the frequency of positive feedback to their online activities (e.g., likes, applauses, positive comments)",14,28,4,1.0,0.0,0.0,positive,1,0,positive
71,75,,,,,all,2.4,1,0,3,1,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",their ability to set goals and take actions towards those goals,71,75,4,0.75,0.0,0.25,positive,1,0,positive
48,56,,,,,all,2.6,0,0,5,0,"their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)",their certainty that they matter to themself and to others,48,56,5,1.0,0.0,0.0,positive,1,0,positive
53,48,,,,,all,2.5,1,0,3,0,their ability to recognize mental health challenges they should seek support for,"their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)",53,48,4,0.75,0.0,0.25,positive,1,0,positive
18,16,,,,,all,2.25,0,0,4,0,the number of places and groups of people where they are welcome and appreciated,the presence and experience of love in their life,18,16,4,1.0,0.0,0.0,positive,1,0,positive
35,59,,,,,all,2.6666666666666665,0,0,3,0,their ability to recover from negative or adverse events that happen to them (online or in person),their level of self confidence,35,59,3,1.0,0.0,0.0,positive,1,0,positive
17,60,,,,,all,2.333333333333333,0,0,3,0,"their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",their level of self-esteem,17,60,3,1.0,0.0,0.0,positive,1,0,positive
54,53,,,,,all,2.333333333333333,0,0,3,0,"their ability to know who their real, trusted friends are",their ability to recognize mental health challenges they should seek support for,54,53,3,1.0,0.0,0.0,positive,1,0,positive
67,69,,,,,all,2.25,0,0,3,1,their ability to concentrate without interruption,"their ability to develop proficiency at a hobby, instrument, game, business or other personal interest",67,69,3,1.0,0.0,0.0,positive,1,0,positive
68,42,,,,,all,2.75,0,0,3,1,their ability to manage boredom,their ability to cope with feelings of being lonely,68,42,3,1.0,0.0,0.0,positive,1,0,positive
46,13,,,,,all,2.25,0,0,3,0,their ability to face and overcome challenges,their awareness of what's happening among their friends,46,13,3,1.0,0.0,0.0,positive,1,0,positive
53,60,,,,,all,2.4,0,0,5,0,their ability to recognize mental health challenges they should seek support for,their level of self-esteem,53,60,5,1.0,0.0,0.0,positive,1,0,positive
66,64,,,,,all,3.0,0,0,3,0,their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),their ability to recover and learn from their mistakes,66,64,3,1.0,0.0,0.0,positive,1,0,positive
56,16,,,,,all,2.0,1,0,3,0,their certainty that they matter to themself and to others,the presence and experience of love in their life,56,16,4,0.75,0.0,0.25,positive,1,0,positive
20,57,,,,,all,2.0,0,0,4,0,the time they spend being a part of their heritage and culture,their belief that they are part of a community,20,57,4,1.0,0.0,0.0,positive,1,0,positive
0,1,,,,,all,2.2,1,0,4,0,"their access to trusted information about mental, physical and sexual health & development",their access to trusted information about mental health,0,1,5,0.8,0.0,0.2,positive,1,0,positive
71,60,,,,,all,2.6666666666666665,0,0,3,0,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",their level of self-esteem,71,60,3,1.0,0.0,0.0,positive,1,0,positive
62,52,,,,,all,2.333333333333333,0,0,3,0,"their desire for popularity (likes, followers, shares)",the amount of external recognition or validation they receive for something good they did,62,52,3,1.0,0.0,0.0,positive,1,0,positive
54,40,,,,,all,2.5,0,0,6,0,"their ability to know who their real, trusted friends are",their ability to cope with and overcome hardship or challenges in their life,54,40,6,1.0,0.0,0.0,positive,1,0,positive
63,20,,,,,all,2.2,1,0,4,0,their ability to trust that adults in their life have their best interests at heart,the time they spend being a part of their heritage and culture,63,20,5,0.8,0.0,0.2,positive,1,0,positive
60,34,,,,,all,2.4,1,0,3,1,their level of self-esteem,"their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",60,34,4,0.75,0.0,0.25,positive,1,0,positive
20,36,,,,,all,2.0,0,3,0,0,the time they spend being a part of their heritage and culture,"the influence of online content and personalities on them and their identity (influencers, celebrities)",20,36,3,0.0,1.0,0.0,negative,0,1,positive
64,50,,,,,all,2.5,0,0,4,0,their ability to recover and learn from their mistakes,their ability to evaluate the emotional risk before an action they want to take,64,50,4,1.0,0.0,0.0,positive,1,0,positive
46,28,,,,,all,2.5,1,0,3,0,their ability to face and overcome challenges,"the frequency of positive feedback to their online activities (e.g., likes, applauses, positive comments)",46,28,4,0.75,0.0,0.25,positive,1,0,positive
8,37,,,,,all,2.5,1,0,3,0,their having close friends,their ability to cope with anxious feelings,8,37,4,0.75,0.0,0.25,positive,1,0,positive
59,18,,,,,all,2.5,1,0,3,0,their level of self confidence,the number of places and groups of people where they are welcome and appreciated,59,18,4,0.75,0.0,0.25,positive,1,0,positive
22,74,,,,,all,2.333333333333333,0,0,3,0,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",their ability to consider the purpose and meaning of a good life,22,74,3,1.0,0.0,0.0,positive,1,0,positive
40,65,,,,,all,2.4,1,0,4,0,their ability to cope with and overcome hardship or challenges in their life,their ability to empathize with and understand other perspectives,40,65,5,0.8,0.0,0.2,positive,1,0,positive
2,3,,,,,all,1.6666666666666667,0,0,3,0,their access to mental health resources,their willingness to use mental health resources,2,3,3,1.0,0.0,0.0,positive,1,0,positive
12,57,,,,,all,2.6666666666666665,0,0,3,0,the time they spend with friends in person,their belief that they are part of a community,12,57,3,1.0,0.0,0.0,positive,1,0,positive
31,59,,,,,all,2.5,1,0,3,0,"the ability of ""the internet"" to remember or keep positive moments of their life forever accessible",their level of self confidence,31,59,4,0.75,0.0,0.25,positive,1,0,positive
34,42,,,,,all,2.25,1,0,3,0,"their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",their ability to cope with feelings of being lonely,34,42,4,0.75,0.0,0.25,positive,1,0,positive
3,72,,,,,all,3.0,0,0,3,0,their willingness to use mental health resources,their ability to relax when they're stressed,3,72,3,1.0,0.0,0.0,positive,1,0,positive
25,13,,,,,all,2.25,0,0,3,0,their exposure to hurtful/hateful personal content (like mocking and bullying),their awareness of what's happening among their friends,25,13,3,1.0,0.0,0.0,positive,1,0,positive
72,67,,,,,all,2.6,0,0,4,0,their ability to relax when they're stressed,their ability to concentrate without interruption,72,67,4,1.0,0.0,0.0,positive,1,0,positive
15,74,,,,,all,2.4,0,0,5,0,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",their ability to consider the purpose and meaning of a good life,15,74,5,1.0,0.0,0.0,positive,1,0,positive
33,50,,,,,all,2.75,0,0,4,0,their ability to engage with systems and institutions designed to support them,their ability to evaluate the emotional risk before an action they want to take,33,50,4,1.0,0.0,0.0,positive,1,0,positive
41,28,,,,,all,2.25,0,0,3,0,their ability to manage their reputation online (including what others post about them),"the frequency of positive feedback to their online activities (e.g., likes, applauses, positive comments)",41,28,3,1.0,0.0,0.0,positive,1,0,positive
21,57,,,,,all,2.25,0,0,3,0,their ability to help others and/or contribute to something bigger than themselves,their belief that they are part of a community,21,57,3,1.0,0.0,0.0,positive,1,0,positive
